epoch_id,epoch_loss,epoch_acc
1,0.2204788980029878,0.9047619047619048
2,0.08801370575314477,0.9761904761904762
3,0.07774209408533006,0.9761904761904762
4,0.022201481319609143,1.0
5,0.025738999957130068,1.0
6,0.0374016421181815,1.0
7,0.008008025941394624,1.0
8,0.016196023850213914,1.0
9,0.014157726651146299,1.0
10,0.02773939427875337,1.0
11,0.00583950678507487,1.0
12,0.007697332473028274,1.0
13,0.008070412136259534,1.0
14,0.016398327691214427,1.0
15,0.01272969018845331,1.0
16,0.01962599300202869,1.0
17,0.0034730775015694754,1.0
18,0.004783426012311663,1.0
19,0.0018351986294700986,1.0
20,0.0028880437215169272,1.0
21,0.010407538641066779,1.0
22,0.004388707024710519,1.0
23,0.00161025637672061,1.0
24,0.003719625018891834,1.0
25,0.007887567792619978,1.0
26,0.0025675750914074128,1.0
27,0.0023568017142159598,1.0
28,0.001392137436639695,1.0
29,0.0006197293599446615,1.0
30,0.015350750514439173,1.0
31,0.039773782094319664,0.9761904761904762
32,0.009266876039050874,1.0
33,0.015111196608770461,1.0
34,0.0023293268112909225,1.0
35,0.0057913462320963545,1.0
36,0.00044602439517066594,1.0
37,0.0012813522702171689,1.0
38,0.0024838674636114212,1.0
39,0.0020419302440824964,1.0
40,0.006705704189482189,1.0
41,0.0010851451328822545,1.0
42,0.0026555515470958893,1.0
43,0.00013528551374162947,1.0
44,0.002090158916655041,1.0
45,0.0016582579839797247,1.0
46,0.042833260127476284,0.9761904761904762
47,0.00039511635189964656,1.0
48,0.0008867808750697545,1.0
49,0.0004031090509323847,1.0
50,0.00442595708937872,1.0
51,0.004230749039422898,1.0
52,0.021770045870826357,0.9761904761904762
53,0.03655728839692615,0.9761904761904762
54,0.010729585375104631,1.0
55,0.006811073848179409,1.0
56,0.007217475346156529,1.0
57,0.0044729141961960565,1.0
58,0.02808600380307152,0.9761904761904762
59,0.0005273591904413132,1.0
60,0.0169656617300851,1.0
61,8.190245855422247e-05,1.0
62,7.2501954578218e-05,1.0
63,0.0010202498663039435,1.0
64,0.0024594806489490325,1.0
65,0.0016680672055199033,1.0
66,0.0006072861807686942,1.0
67,0.008753435952322823,1.0
68,0.0007854870387486049,1.0
69,0.010471502939860025,1.0
70,0.03236246109008789,0.9761904761904762
71,0.003976617540631976,1.0
72,0.04966942469278971,0.9761904761904762
73,0.010332062130882627,1.0
74,0.011654990059988839,1.0
75,0.0965886116027832,0.9761904761904762
76,0.00032018479846772694,1.0
77,0.0003199577331542969,1.0
78,0.040370850335984004,0.9761904761904762
79,0.016558306557791575,1.0
80,0.008492038363502138,1.0
81,0.029571487790062315,0.9761904761904762
82,0.0026924723670596167,1.0
83,0.005986781347365607,1.0
84,0.002555029732840402,1.0
85,0.015993685949416386,1.0
86,0.013590789976574126,1.0
87,0.022890318007696243,0.9761904761904762
88,0.11577533540271577,0.9761904761904762
89,0.01136961437406994,1.0
90,0.00010363260904947917,1.0
91,0.05884402138846261,0.9761904761904762
92,0.0016622770400274369,1.0
93,0.0002836726960681734,1.0
94,0.029224418458484468,0.9761904761904762
95,0.008835043225969588,1.0
96,0.004672345660981678,1.0
97,0.008520807538713728,1.0
98,0.01868338811965216,1.0
99,6.0036068870907735e-05,1.0
100,0.00030242829095749625,1.0
